timestamp,symbol,price,ADX,ATR_val,ATR_pct,SuperTracker_osc,SuperTracker_sig,signals
2025-08-07T13:30:04.619020,ADBE,344.04,53.48,0.43,0.12,18.24,18.24,ADX ≥ 20.0;MACD 🚀;RSI 📈
2025-08-07T13:30:06.200107,AMD,166.93,35.45,0.78,0.47,41.30,41.30,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:30:07.058549,AES,13.10,26.00,0.05,0.37,62.59,62.59,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:30:07.742076,AFL,102.25,26.21,0.20,0.19,5.48,5.48,ADX ≥ 20.0;MACD 🚀;Price > SMA20
2025-08-07T13:30:08.848073,A,114.12,47.01,0.23,0.20,45.72,45.72,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:11.606065,ALB,70.41,37.87,0.36,0.51,102.89,102.89,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;ATR % ≥ 0.5%;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:30:18.474559,GOOGL,196.97,26.78,0.26,0.13,68.68,68.68,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:19.526231,GOOG,197.87,26.60,0.26,0.13,71.77,71.77,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:35.224475,AMCR,9.49,37.37,0.03,0.27,41.12,41.12,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:40.619892,AXP,297.87,37.55,0.55,0.18,72.32,72.32,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:45.861930,AMP,509.70,26.46,0.61,0.12,30.94,30.94,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:46.853965,AME,187.06,53.74,0.32,0.17,77.87,77.87,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:30:47.630685,AMGN,287.41,33.66,0.91,0.32,18.76,18.76,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:31:04.324312,APA,19.32,33.91,0.16,0.83,95.13,95.13,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;ATR % ≥ 0.5%;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:31:05.551643,APO,148.80,30.31,0.48,0.32,73.56,73.56,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:31:06.364645,AAPL,217.20,31.60,0.68,0.31,86.86,86.86,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:31:09.246395,AMAT,185.46,41.14,0.76,0.41,123.56,123.56,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:31:10.177244,APTV,65.62,31.34,0.12,0.18,23.35,23.35,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:00.033764,AVB,187.68,41.37,0.38,0.20,28.00,28.00,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:01.423375,AVY,167.98,26.81,0.22,0.13,11.76,11.76,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:06.473186,BKR,44.24,22.38,0.12,0.28,83.93,83.93,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:11.136015,BALL,53.14,31.41,0.18,0.35,29.76,29.76,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:16.210107,BAX,22.85,44.70,0.09,0.39,64.14,64.14,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:32:17.488619,BDX,186.56,21.53,1.34,0.72,140.19,140.19,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;ATR % ≥ 0.5%;Gap % ≥ 1.5;Price > SMA20
2025-08-07T13:32:24.356790,BBY,68.53,32.58,0.16,0.24,71.14,71.14,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:29.909544,BIIB,129.80,23.56,0.25,0.19,21.62,21.62,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:34.502728,BX,170.81,55.22,0.35,0.21,74.17,74.17,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:37.473091,BA,226.76,44.66,0.31,0.14,51.92,51.92,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:32:38.457784,BKNG,5550.00,22.50,8.30,0.15,18.06,18.06,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;ATR14 ≥ 2.0;Price > SMA20
2025-08-07T13:33:10.830893,AVGO,305.74,32.30,1.00,0.33,58.88,58.88,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:33:15.255249,BF-B,0.00,39.84,0.08,inf,43.80,43.80,ADX ≥ 20.0;MACD 🚀;ATR % ≥ 0.5%
2025-08-07T13:33:28.020521,BG,82.17,41.74,0.25,0.31,47.79,47.79,ADX ≥ 20.0;MACD 🚀;BB breakout;Price > SMA20
2025-08-07T13:33:32.633567,CDNS,363.60,31.27,0.88,0.24,74.32,74.32,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:33:38.180738,CPB,33.02,33.56,0.09,0.26,66.84,66.84,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:33:38.943446,COF,214.11,23.63,0.32,0.15,65.74,65.74,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:33:49.436939,CCL,29.60,33.72,0.08,0.27,69.32,69.32,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:15.326029,CBOE,248.12,27.30,0.47,0.19,43.64,43.64,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:36.562660,CVX,154.63,23.57,0.36,0.24,49.33,49.33,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:37.860470,CMG,43.01,51.32,0.09,0.22,83.44,83.44,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:40.894559,CHD,92.82,23.99,0.14,0.15,23.76,23.76,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:46.960861,CINF,154.45,29.44,0.23,0.15,24.24,24.24,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:47.876272,CTAS,225.50,43.44,0.28,0.12,82.70,82.70,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
2025-08-07T13:34:50.812302,CSCO,69.97,34.58,0.13,0.18,93.74,93.74,ADX ≥ 20.0;MACD 🚀;BB breakout;RSI 📈;Price > SMA20
